Day,Date,City,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
12241,2010-12-17,Sidi Bel Abbes,20.2,26.8,6.2,0.8,7.2,NNE,39.0,NNE,NW,19.0,17.0,91.0,86.0,1011.3,1011.4,7.0,7.0,22.5,24.1,Yes,No
12242,2010-12-18,Blida,21.5,25.7,0.0,5.4,1.3,N,41.0,NNE,NNW,17.0,22.0,92.0,84.0,1010.5,1010.0,7.0,7.0,23.1,25.1,No,No
12243,2010-12-19,Annaba,22.7,27.3,0.0,3.2,3.1,NNW,37.0,NW,N,20.0,13.0,92.0,86.0,1012.6,1011.4,8.0,7.0,23.9,25.0,No,No
12244,2010-12-20,Annaba,22.5,25.4,0.0,3.6,4.9,NNE,54.0,NNE,NNE,28.0,30.0,91.0,86.0,1012.9,1011.8,7.0,7.0,23.7,24.8,No,No
12245,2010-12-21,Bejaia,22.2,25.6,0.0,4.6,6.8,NNE,52.0,NNE,NE,20.0,22.0,92.0,86.0,1014.2,1014.6,7.0,6.0,23.2,24.3,No,No
12246,2010-12-22,Algiers,21.8,26.6,0.0,5.2,0.9,NE,37.0,ENE,E,19.0,22.0,85.0,85.0,1018.3,1018.5,7.0,7.0,24.1,24.7,No,Yes
12247,2010-12-23,Batna,21.0,26.0,5.0,3.8,10.1,E,39.0,E,ENE,24.0,24.0,79.0,72.0,1020.2,1018.9,5.0,3.0,23.7,25.7,Yes,No
12248,2010-12-24,Constantine,20.5,26.1,0.0,6.0,11.5,ENE,33.0,ENE,E,22.0,22.0,76.0,71.0,1018.9,1018.5,4.0,4.0,23.3,24.3,No,No
12249,2010-12-25,Bejaia,19.6,25.5,0.0,5.8,8.7,E,41.0,ENE,E,20.0,24.0,63.0,68.0,1018.3,1016.5,7.0,7.0,24.5,24.3,No,No
12250,2010-12-26,Sidi Bel Abbes,20.2,25.3,0.0,5.4,2.7,NE,39.0,ENE,NE,17.0,19.0,79.0,84.0,1015.5,1013.4,7.0,7.0,23.6,23.1,No,No
12251,2010-12-27,Sidi Bel Abbes,22.0,25.4,1.0,2.2,1.5,NNE,52.0,NNE,NNE,24.0,28.0,93.0,88.0,1013.0,1011.3,7.0,7.0,23.6,24.5,No,No
12252,2010-12-28,Constantine,23.1,28.2,0.0,4.8,7.6,N,54.0,N,NNW,22.0,24.0,90.0,77.0,1014.3,1013.8,7.0,6.0,24.7,26.8,No,No
12253,2010-12-29,Sidi Bel Abbes,23.3,28.0,0.0,6.0,4.1,N,30.0,N,NNW,15.0,13.0,86.0,75.0,1016.2,1015.0,7.0,7.0,25.1,26.1,No,No
12254,2010-12-30,Algiers,22.9,27.1,0.0,3.8,1.3,NNE,28.0,N,NNE,13.0,17.0,82.0,75.0,1015.0,1013.5,7.0,7.0,25.2,26.1,No,No
12255,2010-12-31,Constantine,22.6,25.3,0.8,4.0,0.0,NNE,22.0,NE,NE,9.0,13.0,95.0,74.0,1013.7,1012.6,7.0,7.0,23.4,23.6,No,Yes
12256,2011-01-01,Blida,21.6,25.7,5.2,1.8,3.9,E,43.0,ESE,ESE,26.0,24.0,91.0,82.0,1015.4,1015.5,7.0,6.0,23.7,24.6,Yes,No
12257,2011-01-02,Bejaia,21.4,25.8,0.0,6.0,5.5,ENE,48.0,E,E,24.0,31.0,77.0,75.0,1017.9,1016.3,6.0,6.0,24.3,25.3,No,No
12258,2011-01-03,Oran,21.6,26.5,0.0,6.0,8.4,ENE,52.0,ENE,ENE,28.0,35.0,76.0,70.0,1015.0,1012.3,5.0,6.0,24.5,24.8,No,No
12259,2011-01-04,Sidi Bel Abbes,22.0,26.3,0.0,7.6,7.7,NE,54.0,NE,NE,31.0,30.0,76.0,73.0,1010.4,1008.0,7.0,6.0,23.6,25.5,No,No
12260,2011-01-05,Sidi Bel Abbes,22.7,24.9,0.0,7.8,0.0,NNE,50.0,NNE,NNE,26.0,31.0,85.0,97.0,1006.7,1006.0,7.0,8.0,23.6,22.4,No,Yes
12261,2011-01-06,Batna,21.7,27.1,3.0,0.0,9.1,NE,46.0,NE,NE,31.0,22.0,89.0,71.0,1006.7,1007.2,6.0,3.0,24.5,26.3,Yes,No
12262,2011-01-07,Algiers,22.1,27.1,0.0,6.4,11.0,ENE,44.0,ENE,E,24.0,28.0,82.0,78.0,1011.0,1010.6,7.0,3.0,24.5,25.2,No,No
12263,2011-01-08,Setif,21.6,26.6,0.0,7.4,9.6,E,48.0,ESE,E,24.0,31.0,85.0,80.0,1012.3,1011.4,4.0,5.0,23.6,24.9,No,No
12264,2011-01-09,Setif,22.6,25.9,0.0,6.6,5.9,E,54.0,E,ESE,31.0,31.0,85.0,81.0,1012.8,1011.5,6.0,6.0,24.0,24.9,No,No
12265,2011-01-10,Oran,22.0,26.5,0.0,6.0,8.8,ESE,59.0,ESE,E,22.0,37.0,83.0,77.0,1013.1,1011.6,6.0,5.0,23.7,24.6,No,No
12266,2011-01-11,Batna,20.8,25.3,0.0,10.0,11.9,E,63.0,ESE,ESE,39.0,37.0,55.0,63.0,1015.1,1013.4,2.0,2.0,23.4,23.6,No,No
12267,2011-01-12,Setif,20.7,25.3,0.0,10.4,8.6,E,57.0,E,ESE,31.0,39.0,74.0,68.0,1014.6,1013.2,6.0,2.0,23.1,23.9,No,No
12268,2011-01-13,Setif,20.0,24.8,0.4,8.4,11.4,SE,56.0,ESE,ESE,26.0,30.0,66.0,62.0,1014.5,1013.5,6.0,2.0,22.2,23.9,No,No
12269,2011-01-14,Annaba,20.0,25.4,0.0,10.2,8.6,ESE,67.0,ESE,ESE,31.0,37.0,63.0,59.0,1012.8,1009.5,5.0,4.0,22.8,24.6,No,No
12270,2011-01-15,Skikda,20.4,23.9,0.0,10.2,0.0,ESE,85.0,E,E,48.0,54.0,81.0,79.0,1005.2,1000.1,8.0,8.0,22.4,22.6,No,Yes
12271,2011-01-16,Algiers,21.3,25.0,5.8,2.4,0.9,ENE,70.0,NE,NNE,37.0,31.0,85.0,95.0,999.2,999.2,6.0,8.0,23.8,22.6,Yes,Yes
12272,2011-01-17,Batna,22.3,25.2,5.2,5.4,0.7,WNW,87.0,NNE,NNE,30.0,30.0,92.0,98.0,1004.4,1001.2,8.0,8.0,24.2,23.9,Yes,Yes
12273,2011-01-18,Oran,21.3,26.2,3.4,2.2,8.1,NNW,70.0,WNW,W,30.0,26.0,88.0,82.0,1003.6,1004.4,3.0,6.0,23.5,24.6,Yes,No
12274,2011-01-19,Constantine,20.7,25.3,0.0,7.2,10.4,SSE,39.0,S,SSE,19.0,22.0,71.0,74.0,1008.7,1008.8,7.0,4.0,22.5,24.0,No,No
12275,2011-01-20,Sidi Bel Abbes,19.2,24.7,0.0,8.0,10.2,ESE,43.0,SE,SE,22.0,28.0,66.0,58.0,1010.5,1009.4,5.0,3.0,22.3,23.5,No,No
12276,2011-01-21,Setif,19.0,23.5,0.0,9.4,0.6,ESE,54.0,SE,ESE,9.0,26.0,74.0,88.0,1009.9,1007.9,8.0,8.0,21.1,21.3,No,Yes
12277,2011-01-22,Batna,16.4,21.9,19.4,4.8,0.4,S,56.0,SE,SSE,28.0,31.0,95.0,93.0,1003.6,1000.1,8.0,8.0,20.2,19.4,Yes,Yes
12278,2011-01-23,Annaba,19.3,23.9,12.0,2.4,11.0,SSW,56.0,SSW,S,30.0,26.0,79.0,69.0,1002.9,1003.8,6.0,3.0,21.6,23.4,Yes,No
12279,2011-01-24,Sidi Bel Abbes,19.0,24.1,0.2,6.4,9.2,ESE,35.0,SE,SE,19.0,20.0,74.0,66.0,1009.7,1010.0,6.0,7.0,21.4,22.6,No,No
12280,2011-01-25,Bejaia,19.5,23.7,0.0,8.0,4.8,E,39.0,ESE,SE,17.0,24.0,74.0,65.0,1014.0,1013.0,7.0,5.0,20.6,22.7,No,No
12281,2011-01-26,Bejaia,19.6,24.1,0.0,4.4,7.7,SE,44.0,SE,SE,24.0,24.0,78.0,77.0,1015.5,1014.4,6.0,7.0,22.2,22.4,No,No
12282,2011-01-27,Oran,20.4,23.2,0.6,4.2,0.9,ESE,52.0,SE,SE,30.0,33.0,85.0,91.0,1013.2,1010.6,5.0,8.0,22.3,21.7,No,Yes
12283,2011-01-28,Sidi Bel Abbes,20.7,24.1,2.6,2.0,0.9,SE,46.0,S,SW,24.0,24.0,99.0,89.0,1006.1,1006.8,8.0,6.0,21.6,23.1,Yes,No
12284,2011-01-29,Blida,19.9,24.4,0.4,3.6,11.9,SE,35.0,SE,SE,22.0,24.0,74.0,75.0,1014.3,1015.1,3.0,3.0,21.9,23.4,No,No
12285,2011-01-30,Annaba,20.3,23.4,0.0,8.0,6.2,E,50.0,E,ESE,28.0,28.0,82.0,76.0,1020.4,1019.8,6.0,5.0,21.9,22.6,No,No
12286,2011-01-31,Skikda,19.5,24.0,0.6,4.6,2.7,E,33.0,E,SE,19.0,15.0,95.0,81.0,1020.6,1019.6,8.0,8.0,20.7,22.5,No,No
12287,2011-02-01,Sidi Bel Abbes,19.7,23.7,0.0,3.8,1.7,E,35.0,E,E,20.0,24.0,84.0,74.0,1022.3,1021.1,6.0,6.0,22.6,23.2,No,No
12288,2011-02-02,Sidi Bel Abbes,18.2,25.2,0.0,3.8,9.5,ENE,33.0,E,E,17.0,22.0,69.0,77.0,1023.0,1021.5,6.0,6.0,23.5,23.4,No,No
12289,2011-02-03,Annaba,20.2,25.4,0.0,5.0,11.1,E,31.0,E,E,24.0,20.0,80.0,81.0,1022.1,1021.0,3.0,7.0,23.6,23.8,No,No
12290,2011-02-04,Annaba,20.4,26.5,0.0,5.0,9.9,NE,33.0,ENE,SE,17.0,17.0,84.0,79.0,1020.9,1021.3,5.0,6.0,23.9,25.1,No,No
12291,2011-02-05,Batna,19.6,25.8,0.0,6.0,12.5,E,39.0,E,E,17.0,28.0,70.0,74.0,1022.5,1022.0,1.0,3.0,24.2,24.8,No,No
12292,2011-02-06,Algiers,20.2,25.6,0.0,7.4,6.1,SE,35.0,ESE,SE,15.0,20.0,75.0,74.0,1022.4,1020.3,7.0,3.0,24.1,24.2,No,No
12293,2011-02-07,Oran,19.7,25.7,0.0,5.4,8.4,SW,31.0,S,SW,11.0,20.0,79.0,71.0,1016.8,1014.3,3.0,2.0,23.3,25.3,No,No
12294,2011-02-08,Skikda,19.4,26.1,0.0,5.2,8.7,WNW,28.0,WNW,WNW,11.0,17.0,80.0,76.0,1012.2,1011.3,3.0,7.0,23.1,24.4,No,No
12295,2011-02-09,Constantine,20.7,22.8,0.6,5.2,0.1,SE,35.0,NW,SE,15.0,19.0,87.0,90.0,1014.5,1015.2,8.0,8.0,20.7,21.4,No,Yes
12296,2011-02-10,Skikda,19.3,24.1,6.4,2.6,2.8,SSE,44.0,ESE,SE,24.0,28.0,88.0,82.0,1018.0,1017.2,7.0,7.0,21.1,22.7,Yes,Yes
12297,2011-02-11,Algiers,20.4,25.4,1.2,4.2,8.5,ESE,44.0,ESE,SE,20.0,26.0,90.0,77.0,1018.4,1016.4,6.0,3.0,22.3,24.0,Yes,Yes
12298,2011-02-12,Oran,21.5,25.5,1.2,5.2,4.8,E,35.0,ESE,ESE,24.0,17.0,95.0,88.0,1017.1,1015.8,7.0,7.0,23.2,24.5,Yes,No
12299,2011-02-13,Annaba,22.2,26.9,0.0,4.0,8.7,E,37.0,E,ESE,20.0,19.0,86.0,80.0,1016.9,1015.3,6.0,5.0,24.2,24.5,No,No
12300,2011-02-14,Oran,21.0,25.8,0.0,5.6,10.2,SE,41.0,SE,SE,19.0,24.0,79.0,76.0,1016.6,1016.6,3.0,4.0,23.9,24.5,No,No
12301,2011-02-15,Annaba,21.2,25.6,0.4,5.6,9.1,ESE,48.0,ESE,ESE,26.0,30.0,82.0,72.0,1018.2,1017.0,3.0,4.0,23.0,24.2,No,No
12302,2011-02-16,Annaba,21.9,26.1,0.0,6.4,8.2,ESE,46.0,ESE,ESE,24.0,28.0,75.0,69.0,1018.2,1016.4,7.0,6.0,24.2,25.6,No,No
12303,2011-02-17,Blida,22.0,27.0,0.0,4.0,4.0,ESE,48.0,ESE,ESE,20.0,28.0,79.0,82.0,1015.9,1014.3,7.0,7.0,25.4,25.0,No,Yes
12304,2011-02-18,Oran,22.9,28.0,3.4,3.8,2.0,ENE,37.0,E,ENE,17.0,26.0,89.0,77.0,1014.7,1014.0,7.0,7.0,25.1,27.0,Yes,Yes
12305,2011-02-19,Blida,22.2,26.9,4.2,5.2,10.7,E,43.0,E,ESE,26.0,30.0,80.0,69.0,1015.9,1014.5,4.0,6.0,25.2,25.2,Yes,No
12306,2011-02-20,Annaba,20.0,25.5,0.0,6.4,11.8,ESE,33.0,SE,SE,17.0,22.0,67.0,65.0,1013.7,1012.1,5.0,4.0,23.8,25.2,No,No
12307,2011-02-21,Setif,19.9,25.8,0.0,7.2,12.6,SE,31.0,E,SE,17.0,20.0,59.0,64.0,1010.3,1008.6,1.0,3.0,24.2,25.0,No,No
12308,2011-02-22,Annaba,19.7,26.0,0.0,,12.3,SE,33.0,SE,SSE,19.0,19.0,67.0,62.0,1008.4,1006.8,2.0,2.0,23.3,24.6,No,No
12309,2011-02-23,Skikda,21.2,26.2,0.0,9.0,4.5,SSE,50.0,SSE,SSE,24.0,31.0,60.0,72.0,1005.5,1004.6,7.0,6.0,23.5,23.9,No,Yes
12310,2011-02-24,Constantine,19.5,24.0,4.4,10.0,8.2,SE,41.0,SE,SE,24.0,19.0,65.0,54.0,1010.6,1009.9,6.0,7.0,22.3,23.1,Yes,No
12311,2011-02-25,Setif,18.9,24.4,0.2,5.4,7.8,ESE,35.0,SSW,SE,17.0,22.0,72.0,52.0,1012.1,1011.6,7.0,3.0,20.4,23.4,No,No
12312,2011-02-26,Sidi Bel Abbes,17.5,25.1,1.0,5.0,11.6,SSW,35.0,SSW,S,13.0,19.0,59.0,56.0,1013.6,1012.8,3.0,4.0,22.5,23.8,No,No
12313,2011-02-27,Blida,18.4,25.3,0.0,5.2,6.6,ENE,31.0,ENE,ENE,15.0,19.0,58.0,60.0,1015.8,1015.0,2.0,4.0,22.7,23.6,No,No
12314,2011-02-28,Skikda,18.7,26.1,0.0,3.6,11.4,ENE,37.0,E,E,24.0,20.0,61.0,69.0,1015.8,1014.2,1.0,5.0,24.0,24.7,No,No
12315,2011-03-01,Skikda,22.2,27.5,0.0,7.4,11.7,ENE,35.0,ENE,ENE,20.0,19.0,70.0,67.0,1014.7,1012.7,3.0,2.0,24.9,26.3,No,No
12316,2011-03-02,Batna,21.9,27.7,0.0,5.8,9.7,S,37.0,ESE,SSE,13.0,20.0,79.0,77.0,1014.5,1014.8,3.0,5.0,25.2,26.1,No,No
12317,2011-03-03,Batna,22.2,28.1,0.2,5.0,9.1,NE,35.0,NE,NE,17.0,19.0,80.0,67.0,1015.8,1014.0,5.0,3.0,25.3,27.6,No,Yes
12318,2011-03-04,Setif,21.8,28.4,4.6,6.2,7.2,N,26.0,NW,NNW,13.0,13.0,88.0,69.0,1015.6,1013.9,6.0,6.0,24.5,27.0,Yes,No
12319,2011-03-05,Batna,23.8,28.1,0.0,7.2,1.6,SSE,48.0,N,W,17.0,15.0,82.0,87.0,1013.5,1011.4,7.0,7.0,25.4,22.8,No,Yes
12320,2011-03-06,Oran,19.3,22.2,18.0,3.2,0.0,SE,57.0,SSE,SE,26.0,35.0,95.0,66.0,1014.0,1014.1,8.0,8.0,19.5,21.2,Yes,No
12321,2011-03-07,Annaba,18.8,23.3,0.4,5.2,8.8,SE,56.0,SE,SE,28.0,26.0,43.0,45.0,1015.9,1014.3,1.0,4.0,21.1,21.6,No,No
12322,2011-03-08,Oran,16.6,23.4,0.6,8.8,7.0,ESE,70.0,SE,ESE,30.0,33.0,51.0,61.0,1014.8,1011.6,6.0,6.0,20.9,22.7,No,Yes
12323,2011-03-09,Setif,18.0,23.6,5.2,6.4,6.8,ESE,63.0,SE,SE,30.0,31.0,75.0,71.0,1014.5,1014.3,7.0,6.0,21.4,21.5,Yes,Yes
12324,2011-03-10,Annaba,19.0,24.9,1.4,6.0,10.5,ESE,41.0,ESE,ESE,20.0,22.0,67.0,54.0,1015.8,1015.6,4.0,3.0,22.0,24.2,Yes,No
12325,2011-03-11,Constantine,18.9,25.5,0.2,7.0,10.4,E,52.0,ESE,ESE,24.0,30.0,56.0,54.0,1019.5,1019.4,3.0,2.0,22.9,24.7,No,No
12326,2011-03-12,Algiers,20.2,25.2,0.0,8.0,8.9,ESE,54.0,E,E,31.0,35.0,65.0,54.0,1023.8,1022.8,7.0,3.0,22.5,24.0,No,No
12327,2011-03-13,Sidi Bel Abbes,20.3,25.4,0.0,8.6,8.8,ESE,57.0,ESE,ESE,24.0,31.0,62.0,57.0,1025.1,1022.4,6.0,5.0,23.0,23.8,No,No
12328,2011-03-14,Oran,19.2,24.0,0.0,8.2,1.3,ENE,52.0,ESE,E,28.0,26.0,68.0,81.0,1022.2,1019.8,7.0,8.0,22.3,22.0,No,Yes
12329,2011-03-15,Blida,19.9,24.8,1.8,5.6,6.3,SE,43.0,ESE,ESE,22.0,26.0,71.0,70.0,1019.0,1017.0,4.0,6.0,23.0,23.4,Yes,No
12330,2011-03-16,Blida,21.4,23.1,0.0,4.8,0.1,E,37.0,E,ENE,26.0,15.0,79.0,86.0,1017.6,1015.8,7.0,7.0,22.9,22.1,No,Yes
12331,2011-03-17,Annaba,20.6,25.4,13.8,0.8,6.4,N,31.0,N,NNE,11.0,17.0,83.0,76.0,1017.1,1015.2,6.0,6.0,22.0,23.7,Yes,Yes
12332,2011-03-18,Skikda,20.3,25.0,16.0,3.8,9.0,SW,30.0,WSW,SSW,9.0,17.0,80.0,71.0,1015.5,1014.4,4.0,3.0,23.2,24.0,Yes,No
12333,2011-03-19,Bejaia,18.2,23.9,0.0,4.6,0.5,ESE,44.0,ESE,E,11.0,22.0,80.0,78.0,1016.9,1014.9,7.0,7.0,23.0,22.7,No,Yes
12334,2011-03-20,Skikda,19.6,22.6,15.0,2.8,0.0,SE,50.0,E,ESE,15.0,24.0,95.0,97.0,1014.4,1011.6,8.0,8.0,20.9,21.1,Yes,Yes
12335,2011-03-21,Annaba,19.7,25.6,142.2,,4.1,N,41.0,SE,SSE,11.0,7.0,96.0,87.0,1008.6,1007.2,7.0,7.0,22.2,23.8,Yes,Yes
12336,2011-03-22,Sidi Bel Abbes,21.8,26.6,5.2,2.2,4.1,NNE,30.0,SE,WNW,6.0,13.0,96.0,78.0,1009.2,1008.3,7.0,7.0,23.2,25.7,Yes,Yes
12337,2011-03-23,Batna,22.1,27.0,31.0,4.4,4.0,N,41.0,W,NNW,15.0,13.0,88.0,77.0,1010.1,1008.9,6.0,7.0,24.2,25.7,Yes,Yes
12338,2011-03-24,Sidi Bel Abbes,23.3,26.9,9.4,1.4,8.6,NNW,43.0,WSW,W,19.0,19.0,84.0,78.0,1010.2,1008.4,7.0,4.0,25.0,26.7,Yes,No
12339,2011-03-25,Skikda,22.6,27.0,0.0,6.0,8.5,W,22.0,WNW,WNW,11.0,15.0,87.0,77.0,1010.9,1010.2,5.0,4.0,24.5,25.9,No,No
12340,2011-03-26,Oran,23.4,26.4,1.0,3.4,2.9,WNW,30.0,NNW,W,11.0,13.0,84.0,93.0,1012.2,1010.7,7.0,7.0,24.9,24.4,No,No
12341,2011-03-27,Bejaia,21.4,26.1,0.6,6.8,7.7,S,35.0,SSW,SSW,19.0,17.0,76.0,58.0,1012.3,1011.6,3.0,7.0,24.4,24.9,No,No
12342,2011-03-28,Batna,20.2,24.4,0.2,6.8,8.1,SE,54.0,SSE,SE,30.0,33.0,67.0,76.0,1015.6,1015.8,4.0,6.0,22.4,21.0,No,No
12343,2011-03-29,Constantine,18.2,23.3,0.0,7.0,,,,SE,SSE,26.0,22.0,52.0,85.0,1019.5,1018.3,7.0,7.0,21.6,18.7,No,No
12344,2011-03-31,Annaba,17.6,23.6,0.0,4.0,8.8,SSE,33.0,E,SSE,13.0,20.0,74.0,56.0,1019.3,1016.8,5.0,2.0,21.5,22.8,No,Yes
12345,2011-05-01,Setif,18.5,22.1,4.4,1.8,6.0,WNW,50.0,W,WNW,24.0,20.0,93.0,80.0,1006.2,1005.8,7.0,5.0,19.1,21.6,Yes,No
12346,2011-05-02,Sidi Bel Abbes,18.9,24.2,0.8,3.0,9.3,W,37.0,NW,NW,17.0,13.0,73.0,78.0,1010.5,1009.2,1.0,4.0,21.9,20.9,No,No
12347,2011-05-03,Constantine,16.2,23.4,0.2,4.0,9.5,W,19.0,W,SSW,4.0,4.0,66.0,62.0,1013.1,1011.7,1.0,5.0,21.9,22.1,No,No
12348,2011-05-04,Algiers,17.1,23.5,0.2,2.4,5.9,ESE,30.0,ENE,SE,13.0,13.0,87.0,74.0,1013.3,1011.0,7.0,4.0,18.9,21.2,No,Yes
12349,2011-05-05,Setif,17.4,21.0,41.0,5.4,4.3,SW,35.0,NNE,SW,17.0,15.0,92.0,89.0,1008.3,1004.6,7.0,6.0,17.8,19.8,Yes,Yes
12350,2011-05-06,Bejaia,17.3,19.8,6.4,3.2,5.4,WSW,67.0,SW,SW,31.0,24.0,78.0,56.0,1007.1,1005.7,3.0,3.0,19.1,18.8,Yes,Yes
12351,2011-05-07,Algiers,13.3,20.9,3.0,4.4,6.5,W,54.0,W,WNW,28.0,22.0,52.0,69.0,1007.8,1006.3,5.0,7.0,19.2,18.7,Yes,Yes
12352,2011-05-08,Sidi Bel Abbes,15.8,21.7,4.0,5.2,7.6,WSW,30.0,SW,SW,7.0,15.0,70.0,62.0,1013.4,1012.3,1.0,2.0,19.5,20.8,Yes,No
12353,2011-05-09,Batna,15.1,22.5,0.0,2.8,6.5,NNE,35.0,ENE,NE,15.0,17.0,68.0,68.0,1015.9,1015.0,2.0,7.0,20.2,20.3,No,Yes
12354,2011-05-10,Constantine,16.9,22.8,1.8,2.8,4.3,NNE,56.0,NNE,NE,22.0,24.0,78.0,88.0,1016.1,1011.4,7.0,7.0,20.6,20.8,Yes,Yes
12355,2011-05-11,Oran,17.2,23.0,28.4,4.8,5.3,N,65.0,NW,NW,28.0,30.0,73.0,58.0,1009.0,1008.9,5.0,6.0,20.7,21.7,Yes,No
12356,2011-05-12,Oran,17.0,22.8,0.6,4.6,9.2,NW,31.0,WSW,W,2.0,13.0,73.0,64.0,1013.6,1010.1,2.0,2.0,21.3,22.1,No,Yes
12357,2011-05-13,Constantine,16.7,22.5,5.8,3.6,8.1,WNW,46.0,WNW,W,15.0,19.0,74.0,59.0,1011.6,1010.3,5.0,1.0,20.5,21.6,Yes,Yes
12358,2011-05-14,Bejaia,16.1,21.8,2.0,2.6,7.7,WNW,50.0,W,WNW,2.0,19.0,88.0,59.0,1014.0,1012.5,6.0,1.0,18.3,21.2,Yes,Yes
12359,2011-05-15,Sidi Bel Abbes,16.9,21.1,2.0,4.4,4.8,W,59.0,NNW,SW,15.0,26.0,70.0,54.0,1014.9,1015.1,6.0,6.0,18.8,20.3,Yes,Yes
12360,2011-05-16,Constantine,15.5,20.3,3.0,4.4,8.6,S,39.0,S,S,22.0,17.0,52.0,53.0,1023.9,1021.9,2.0,6.0,18.2,19.0,Yes,No
12361,2011-05-17,Batna,14.7,20.8,0.0,3.8,9.9,SW,26.0,SSW,WSW,9.0,17.0,57.0,56.0,1023.2,1020.3,1.0,1.0,18.9,20.1,No,Yes
12362,2011-05-18,Sidi Bel Abbes,15.4,20.7,3.0,2.6,6.4,SE,52.0,ENE,SE,7.0,26.0,89.0,70.0,1022.7,1020.9,7.0,5.0,16.6,18.9,Yes,No
12363,2011-05-19,Oran,15.8,19.9,1.0,5.6,4.1,SE,56.0,ESE,ESE,30.0,26.0,48.0,50.0,1026.5,1025.4,7.0,6.0,17.9,19.3,No,No
12364,2011-05-20,Blida,16.0,20.3,0.2,5.0,8.1,SE,44.0,SE,SSE,19.0,20.0,56.0,66.0,1028.0,1026.2,6.0,2.0,17.9,18.0,No,Yes
12365,2011-05-21,Skikda,14.5,20.5,3.4,5.0,8.0,E,52.0,E,ESE,20.0,19.0,65.0,61.0,1028.5,1026.3,4.0,7.0,18.8,19.2,Yes,No
12366,2011-05-22,Setif,16.3,20.8,0.6,4.2,6.2,E,50.0,E,ESE,22.0,24.0,64.0,74.0,1027.8,1025.1,2.0,4.0,19.4,19.6,No,Yes
12367,2011-05-23,Skikda,16.5,21.8,2.2,3.4,6.9,ENE,41.0,ENE,ENE,30.0,24.0,69.0,64.0,1022.8,1020.0,3.0,7.0,19.7,19.6,Yes,No
12368,2011-05-24,Batna,18.1,21.7,0.0,2.8,3.1,,,NNE,NNE,26.0,24.0,81.0,84.0,1016.8,1013.1,7.0,8.0,20.3,20.4,No,Yes
12369,2011-05-25,Skikda,20.2,21.3,2.8,1.8,0.0,,,N,NNE,26.0,35.0,98.0,92.0,1008.3,1005.4,7.0,8.0,20.8,20.1,Yes,Yes
12370,2011-05-26,Skikda,17.3,21.8,33.0,6.6,7.2,NNW,44.0,WNW,WNW,13.0,24.0,81.0,59.0,1006.4,1005.3,6.0,6.0,19.8,20.9,Yes,No
12371,2011-05-27,Skikda,18.5,21.8,0.0,4.4,8.5,WNW,43.0,WNW,SW,19.0,17.0,75.0,66.0,1009.8,1009.8,2.0,2.0,19.8,20.5,No,Yes
12372,2011-05-28,Constantine,15.9,20.1,1.8,2.8,9.7,S,30.0,S,SSE,13.0,13.0,60.0,57.0,1018.9,1018.7,1.0,2.0,18.7,18.7,Yes,No
12373,2011-05-29,Oran,14.8,20.5,0.0,4.0,8.3,E,43.0,ESE,ESE,15.0,19.0,63.0,63.0,1024.4,1022.0,2.0,6.0,19.0,19.6,No,No
12374,2011-05-30,Skikda,15.9,20.5,0.4,4.0,4.0,E,48.0,E,E,24.0,24.0,64.0,68.0,1021.7,1018.6,7.0,6.0,17.9,19.7,No,No
12375,2011-05-31,Annaba,17.5,20.9,0.0,2.2,0.4,E,61.0,E,E,33.0,33.0,79.0,85.0,1017.9,1014.5,8.0,8.0,19.0,19.5,No,Yes
12376,2011-06-01,Batna,18.4,21.5,14.8,0.2,1.0,ENE,50.0,NE,NE,28.0,17.0,88.0,91.0,1014.2,1011.9,8.0,8.0,20.2,20.7,Yes,Yes
12377,2011-06-02,Oran,17.7,22.5,22.8,3.8,9.4,NE,63.0,NNE,NNW,20.0,22.0,84.0,76.0,1008.5,1007.7,1.0,1.0,21.1,21.8,Yes,Yes
12378,2011-06-03,Setif,17.6,22.5,2.2,2.6,8.0,N,33.0,N,NW,11.0,17.0,80.0,73.0,1012.7,1011.7,1.0,3.0,20.4,21.0,Yes,No
12379,2011-06-04,Bejaia,17.8,21.8,0.0,2.8,9.6,W,31.0,WNW,WNW,19.0,20.0,69.0,63.0,1015.3,1013.8,2.0,1.0,20.2,21.1,No,No
12380,2011-06-05,Bejaia,15.5,20.8,0.2,3.2,5.8,WNW,30.0,SSE,W,13.0,11.0,73.0,66.0,1017.7,1015.7,7.0,3.0,18.5,20.3,No,Yes
12381,2011-06-06,Sidi Bel Abbes,14.8,20.9,4.0,1.8,1.7,W,33.0,NW,NW,9.0,20.0,79.0,61.0,1017.9,1015.8,7.0,6.0,17.9,20.0,Yes,Yes
12382,2011-06-07,Bejaia,15.8,20.7,7.4,0.8,6.0,WNW,52.0,WSW,S,13.0,9.0,90.0,70.0,1018.9,1017.1,7.0,1.0,17.6,19.8,Yes,No
12383,2011-06-08,Batna,13.9,20.6,0.2,2.4,5.6,NE,30.0,ENE,NE,9.0,19.0,80.0,73.0,1020.0,1017.2,7.0,7.0,19.0,19.7,No,No
